,NIC_PT,NAME,NUI_PT,YEAR,AGECAT,SEXCAT,state
1348,1568563,Minnesota,107142,2016,1,1,27
1349,1583393,Minnesota,73861,2016,1,2,27
1356,1288911,Minnesota,42872,2016,4,0,27
1360,2108492,Mississippi,342668,2016,0,0,28
1361,1015183,Mississippi,181455,2016,0,1,28
1362,1093309,Mississippi,161213,2016,0,2,28
1363,1433975,Mississippi,311360,2016,1,0,28
1364,671391,Mississippi,165291,2016,1,1,28
1365,762584,Mississippi,146069,2016,1,2,28
1372,707950,Mississippi,34854,2016,4,0,28
1376,4444115,Missouri,526350,2016,0,0,29
1377,2188961,Missouri,282154,2016,0,1,29
1378,2255154,Missouri,244196,2016,0,2,29
1379,3151069,Missouri,464369,2016,1,0,29
1380,1526054,Missouri,251106,2016,1,1,29
1381,1625015,Missouri,213263,2016,1,2,29
1388,1355500,Missouri,69000,2016,4,0,29
1392,754051,Montana,84231,2016,0,0,30
1393,376820,Montana,47383,2016,0,1,30
1394,377231,Montana,36848,2016,0,2,30
1395,542048,Montana,73426,2016,1,0,30
1396,267809,Montana,42008,2016,1,1,30
1397,274239,Montana,31418,2016,1,2,30
1404,221980,Montana,11917,2016,4,0,30
1408,1425255,Nebraska,153934,2016,0,0,31
1409,714144,Nebraska,85105,2016,0,1,31
1410,711111,Nebraska,68829,2016,0,2,31
1411,983292,Nebraska,131140,2016,1,0,31
1412,487732,Nebraska,73279,2016,1,1,31
1413,495560,Nebraska,57861,2016,1,2,31
1420,461804,Nebraska,24859,2016,4,0,31
1424,2137466,Nevada,323527,2016,0,0,32
1425,1059072,Nevada,178680,2016,0,1,32
1426,1078394,Nevada,144847,2016,0,2,32
1427,1515830,Nevada,278006,2016,1,0,32
1428,741070,Nevada,155026,2016,1,1,32
1429,774760,Nevada,122980,2016,1,2,32
1436,650276,Nevada,50133,2016,4,0,32
1440,998266,New Hampshire,78021,2016,0,0,33
1441,496280,New Hampshire,43598,2016,0,1,33
1442,501986,New Hampshire,34423,2016,0,2,33
1443,748457,New Hampshire,71117,2016,1,0,33
1444,368468,New Hampshire,40177,2016,1,1,33
1445,379989,New Hampshire,30940,2016,1,2,33
1452,263559,New Hampshire,7625,2016,4,0,33
1456,6762991,New Jersey,681347,2016,0,0,34
1457,3311370,New Jersey,384593,2016,0,1,34
1458,3451621,New Jersey,296754,2016,0,2,34
1459,4864300,New Jersey,614170,2016,1,0,34
1460,2342037,New Jersey,349002,2016,1,1,34
1461,2522263,New Jersey,265168,2016,1,2,34
1468,1996818,New Jersey,74707,2016,4,0,34
1472,1511626,New Mexico,189965,2016,0,0,35
1473,740847,New Mexico,106387,2016,0,1,35
1474,770779,New Mexico,83578,2016,0,2,35
1475,1052683,New Mexico,163826,2016,1,0,35
1476,506536,New Mexico,92880,2016,1,1,35
1477,546147,New Mexico,70946,2016,1,2,35
1484,481787,New Mexico,29102,2016,4,0,35
1488,15147470,New York,1151995,2016,0,0,36
1489,7377236,New York,671862,2016,0,1,36
1490,7770234,New York,480133,2016,0,2,36
1491,11138393,New York,1052286,2016,1,0,36
1492,5324991,New York,621184,2016,1,1,36
1493,5813402,New York,431102,2016,1,2,36
1500,4216944,New York,111308,2016,4,0,36
1504,7332350,North Carolina,1023107,2016,0,0,37
1505,3554822,North Carolina,555355,2016,0,1,37
1506,3777528,North Carolina,467752,2016,0,2,37
1507,5173151,North Carolina,922624,2016,1,0,37
1508,2455381,North Carolina,502065,2016,1,1,37
1509,2717770,North Carolina,420559,2016,1,2,37
1516,2265571,North Carolina,110577,2016,4,0,37
1520,581913,North Dakota,47683,2016,0,0,38
1521,301108,North Dakota,26675,2016,0,1,38
1522,280805,North Dakota,21008,2016,0,2,38
1523,420651,North Dakota,35542,2016,1,0,38
1524,218312,North Dakota,20437,2016,1,1,38
1525,202339,North Dakota,15105,2016,1,2,38
1532,168224,North Dakota,13129,2016,4,0,38
1536,8847334,Ohio,632536,2016,0,0,39
1537,4352535,Ohio,364405,2016,0,1,39
1538,4494799,Ohio,268131,2016,0,2,39
1539,6377578,Ohio,539455,2016,1,0,39
1540,3088526,Ohio,317250,2016,1,1,39
1541,3289052,Ohio,222205,2016,1,2,39
1548,2595898,Ohio,102225,2016,4,0,39
1552,2720564,Oklahoma,517631,2016,0,0,40
1553,1343384,Oklahoma,273933,2016,0,1,40
1554,1377180,Oklahoma,243698,2016,0,2,40
1555,1845166,Oklahoma,447752,2016,1,0,40
1556,894821,Oklahoma,238249,2016,1,1,40
1557,950345,Oklahoma,209503,2016,1,2,40
1564,915879,Oklahoma,76689,2016,4,0,40
1568,3091231,Oregon,248573,2016,0,0,41
1569,1532182,Oregon,140390,2016,0,1,41
1570,1559049,Oregon,108183,2016,0,2,41
1571,2267167,Oregon,220145,2016,1,0,41
1572,1109705,Oregon,125712,2016,1,1,41
1573,1157462,Oregon,94433,2016,1,2,41
1580,865379,Oregon,31354,2016,4,0,41
1584,9542054,Pennsylvania,691654,2016,0,0,42
1585,4707487,Pennsylvania,388925,2016,0,1,42
1586,4834567,Pennsylvania,302729,2016,0,2,42
1587,7028153,Pennsylvania,577653,2016,1,0,42
1588,3417115,Pennsylvania,334364,2016,1,1,42
1589,3611038,Pennsylvania,243289,2016,1,2,42
1596,2644088,Pennsylvania,123153,2016,4,0,42
1600,806379,Rhode Island,43275,2016,0,0,44
1601,395294,Rhode Island,26053,2016,0,1,44
1602,411085,Rhode Island,17222,2016,0,2,44
1603,604468,Rhode Island,39356,2016,1,0,44
1604,292003,Rhode Island,23961,2016,1,1,44
1605,312465,Rhode Island,15395,2016,1,2,44
1612,213198,Rhode Island,4390,2016,4,0,44
1616,3517117,South Carolina,484799,2016,0,0,45
1617,1688196,South Carolina,267058,2016,0,1,45
1618,1828921,South Carolina,217741,2016,0,2,45
1619,2485966,South Carolina,440009,2016,1,0,45
1620,1163866,South Carolina,243709,2016,1,1,45
1621,1322100,South Carolina,196300,2016,1,2,45
1628,1081685,South Carolina,49541,2016,4,0,45
1632,632325,South Dakota,73089,2016,0,0,46
1633,318420,South Dakota,41319,2016,0,1,46
1634,313905,South Dakota,31770,2016,0,2,46
1635,432807,South Dakota,63056,2016,1,0,46
1636,215210,South Dakota,36557,2016,1,1,46
1637,217597,South Dakota,26499,2016,1,2,46
1644,208126,South Dakota,10975,2016,4,0,46
1648,4888205,Tennessee,581927,2016,0,0,47
1649,2370276,Tennessee,327232,2016,0,1,47
1650,2517929,Tennessee,254695,2016,0,2,47
1651,3467481,Tennessee,530070,2016,1,0,47
1652,1645395,Tennessee,300506,2016,1,1,47
1653,1822086,Tennessee,229564,2016,1,2,47
1660,1490984,Tennessee,56887,2016,4,0,47
1664,19498708,Texas,4444791,2016,0,0,48
1665,9640074,Texas,2302633,2016,0,1,48
1666,9858634,Texas,2142158,2016,0,2,48
1667,12959711,Texas,3783923,2016,1,0,48
1668,6307516,Texas,1959569,2016,1,1,48
1669,6652195,Texas,1824354,2016,1,2,48
1676,6824162,Texas,735079,2016,4,0,48
1680,2431557,Utah,259941,2016,0,0,49
1681,1221463,Utah,142301,2016,0,1,49
1682,1210094,Utah,117640,2016,0,2,49
1683,1573526,Utah,207191,2016,1,0,49
1684,780416,Utah,115394,2016,1,1,49
1685,793110,Utah,91797,2016,1,2,49
1692,896113,Utah,57106,2016,4,0,49
1696,468242,Vermont,23063,2016,0,0,50
1697,232197,Vermont,13738,2016,0,1,50
1698,236045,Vermont,9325,2016,0,2,50
1699,354000,Vermont,21215,2016,1,0,50
1700,173248,Vermont,12746,2016,1,1,50
1701,180752,Vermont,8469,2016,1,2,50
1708,120669,Vermont,2044,2016,4,0,50
1712,6273038,Virginia,692343,2016,0,0,51
1713,3079676,Virginia,372219,2016,0,1,51
1714,3193362,Virginia,320124,2016,0,2,51
1715,4516309,Virginia,606611,2016,1,0,51
1716,2179096,Virginia,330398,2016,1,1,51
1717,2337213,Virginia,276213,2016,1,2,51
1724,1840907,Virginia,94398,2016,4,0,51
1728,5678339,Washington,420125,2016,0,0,53
1729,2836572,Washington,242470,2016,0,1,53
1730,2841767,Washington,177655,2016,0,2,53
1731,4115022,Washington,378006,2016,1,0,53
1732,2033484,Washington,222287,2016,1,1,53
1733,2081538,Washington,155719,2016,1,2,53
1740,1639916,Washington,46328,2016,4,0,53
1744,1350757,West Virginia,94163,2016,0,0,54
1745,666693,West Virginia,57168,2016,0,1,54
1746,684064,West Virginia,36995,2016,0,2,54
1747,993778,West Virginia,85934,2016,1,0,54
1748,483645,West Virginia,52961,2016,1,1,54
1749,510133,West Virginia,32973,2016,1,2,54
1756,375001,West Virginia,9057,2016,4,0,54
1760,4435428,Wisconsin,297297,2016,0,0,55
1761,2211897,Wisconsin,170963,2016,0,1,55
1762,2223531,Wisconsin,126334,2016,0,2,55
1763,3216902,Wisconsin,251959,2016,1,0,55
1764,1587477,Wisconsin,148285,2016,1,1,55
1765,1629425,Wisconsin,103674,2016,1,2,55
1772,1279823,Wisconsin,49613,2016,4,0,55
1776,421455,Wyoming,65310,2016,0,0,56
1777,213563,Wyoming,36528,2016,0,1,56
1778,207892,Wyoming,28782,2016,0,2,56
1779,295585,Wyoming,54527,2016,1,0,56
1780,148269,Wyoming,31422,2016,1,1,56
1781,147316,Wyoming,23105,2016,1,2,56
1788,131328,Wyoming,11687,2016,4,0,56
1792,3528068,Alabama,438049,2017,0,0,01
1793,1709254,Alabama,236975,2017,0,1,01
1794,1818814,Alabama,201074,2017,0,2,01
1795,2483328,Alabama,407278,2017,1,0,01
1796,1176551,Alabama,220927,2017,1,1,01
1797,1306777,Alabama,186351,2017,1,2,01
1804,1098565,Alabama,34350,2017,4,0,01
1808,547158,Alaska,94727,2017,0,0,02
1809,279551,Alaska,54591,2017,0,1,02
1810,267607,Alaska,40136,2017,0,2,02
1811,381299,Alaska,78655,2017,1,0,02
1812,193541,Alaska,46950,2017,1,1,02
1813,187758,Alaska,31705,2017,1,2,02
1820,173283,Alaska,17351,2017,4,0,02
1824,4982198,Arizona,685974,2017,0,0,04
1825,2454812,Arizona,376935,2017,0,1,04
1826,2527386,Arizona,309039,2017,0,2,04
1827,3494464,Arizona,568501,2017,1,0,04
1828,1693827,Arizona,318946,2017,1,1,04
1829,1800637,Arizona,249555,2017,1,2,04
1836,1560760,Arizona,130048,2017,4,0,04
1840,2204999,Arkansas,226179,2017,0,0,05
1841,1079250,Arkansas,126895,2017,0,1,05
1842,1125749,Arkansas,99284,2017,0,2,05
1843,1543129,Arkansas,197738,2017,1,0,05
1844,740485,Arkansas,111908,2017,1,1,05
1845,802644,Arkansas,85830,2017,1,2,05
1852,694117,Arkansas,31478,2017,4,0,05
1856,30646193,California,2740078,2017,0,0,06
1857,15197356,California,1570288,2017,0,1,06
1858,15448837,California,1169790,2017,0,2,06
1859,21963553,California,2477892,2017,1,0,06
1860,10756775,California,1435491,2017,1,1,06
1861,11206778,California,1042401,2017,1,2,06
1868,9126264,California,295192,2017,4,0,06
1872,4322932,Colorado,410250,2017,0,0,08
1873,2165874,Colorado,233629,2017,0,1,08
1874,2157058,Colorado,176621,2017,0,2,08
1875,3130121,Colorado,357035,2017,1,0,08
1876,1556431,Colorado,205510,2017,1,1,08
1877,1573690,Colorado,151525,2017,1,2,08
1884,1248992,Colorado,59095,2017,4,0,08
1888,2721735,Connecticut,182122,2017,0,0,09
1889,1337764,Connecticut,105000,2017,0,1,09
1890,1383971,Connecticut,77122,2017,0,2,09
1891,2006552,Connecticut,162098,2017,1,0,09
1892,972873,Connecticut,94384,2017,1,1,09
1893,1033679,Connecticut,67714,2017,1,2,09
1900,756146,Connecticut,22667,2017,4,0,09
1904,719729,Delaware,46586,2017,0,0,10
1905,349007,Delaware,26183,2017,0,1,10
1906,370722,Delaware,20403,2017,0,2,10
1907,524326,Delaware,41089,2017,1,0,10
1908,250058,Delaware,23229,2017,1,1,10
1909,274268,Delaware,17860,2017,1,2,10
1916,205227,Delaware,6066,2017,4,0,10
1920,552601,District of Columbia,24833,2017,0,0,11
1921,264681,District of Columbia,14367,2017,0,1,11
1922,287920,District of Columbia,10466,2017,0,2,11
1923,431887,District of Columbia,23609,2017,1,0,11
1924,203835,District of Columbia,13729,2017,1,1,11
1925,228052,District of Columbia,9880,2017,1,2,11
1932,125639,District of Columbia,1347,2017,4,0,11
1936,13780608,Florida,2615963,2017,0,0,12
1937,6689151,Florida,1414069,2017,0,1,12
1938,7091457,Florida,1201894,2017,0,2,12
1939,9939406,Florida,2333172,2017,1,0,12
1940,4729287,Florida,1267190,2017,1,1,12
1941,5210119,Florida,1065982,2017,1,2,12
1948,4033869,Florida,314181,2017,4,0,12
1952,7407882,Georgia,1361978,2017,0,0,13
1953,3576802,Georgia,719812,2017,0,1,13
1954,3831080,Georgia,642166,2017,0,2,13
1955,5113628,Georgia,1187999,2017,1,0,13
1956,2406986,Georgia,631286,2017,1,1,13
1957,2706642,Georgia,556713,2017,1,2,13
1964,2403527,Georgia,193550,2017,4,0,13
1968,1091695,Hawaii,53025,2017,0,0,15
1969,550122,Hawaii,29686,2017,0,1,15
1970,541573,Hawaii,23339,2017,0,2,15
1971,794824,Hawaii,46227,2017,1,0,15
1972,396922,Hawaii,26571,2017,1,1,15
1973,397902,Hawaii,19656,2017,1,2,15
1980,309833,Hawaii,7502,2017,4,0,15
1984,1257829,Idaho,168400,2017,0,0,16
1985,628842,Idaho,89360,2017,0,1,16
1986,628987,Idaho,79040,2017,0,2,16
1987,837954,Idaho,150710,2017,1,0,16
1988,414378,Idaho,80463,2017,1,1,16
1989,423576,Idaho,70247,2017,1,2,16
1996,440238,Idaho,19505,2017,4,0,16
2000,9783739,Illinois,837890,2017,0,0,17
2001,4828387,Illinois,468688,2017,0,1,17
2002,4955352,Illinois,369202,2017,0,2,17
2003,7009802,Illinois,758796,2017,1,0,17
2004,3411937,Illinois,427618,2017,1,1,17
2005,3597865,Illinois,331178,2017,1,2,17
2012,2916785,Illinois,88404,2017,4,0,17
2016,4954826,Indiana,526667,2017,0,0,18
2017,2454211,Indiana,285312,2017,0,1,18
2018,2500615,Indiana,241355,2017,0,2,18
2019,3511126,Indiana,432183,2017,1,0,18
2020,1713724,Indiana,238197,2017,1,1,18
2021,1797402,Indiana,193986,2017,1,2,18
2028,1516448,Indiana,102178,2017,4,0,18
2032,2405747,Iowa,139424,2017,0,0,19
2033,1208688,Iowa,78981,2017,0,1,19
2034,1197059,Iowa,60443,2017,0,2,19
2035,1707904,Iowa,119083,2017,1,0,19
2036,851853,Iowa,68574,2017,1,1,19
2037,856051,Iowa,50509,2017,1,2,19
2044,732113,Iowa,22196,2017,4,0,19
2048,2157862,Kansas,243306,2017,0,0,20
2049,1079060,Kansas,131066,2017,0,1,20
2050,1078802,Kansas,112240,2017,0,2,20
2051,1490469,Kansas,208659,2017,1,0,20
2052,736786,Kansas,114120,2017,1,1,20
2053,753683,Kansas,94539,2017,1,2,20
2060,699209,Kansas,37982,2017,4,0,20
2064,3398236,Kentucky,231153,2017,0,0,21
2065,1677711,Kentucky,130875,2017,0,1,21
2066,1720525,Kentucky,100278,2017,0,2,21
2067,2446371,Kentucky,196166,2017,1,0,21
2068,1189195,Kentucky,113535,2017,1,1,21
2069,1257176,Kentucky,82631,2017,1,2,21
2076,999219,Kentucky,38259,2017,4,0,21
2080,3496551,Louisiana,372802,2017,0,0,22
2081,1688692,Louisiana,212364,2017,0,1,22
2082,1807859,Louisiana,160438,2017,0,2,22
2083,2441060,Louisiana,342112,2017,1,0,22
2084,1150798,Louisiana,196707,2017,1,1,22
2085,1290262,Louisiana,145405,2017,1,2,22
2092,1107478,Louisiana,33939,2017,4,0,22
2096,936157,Maine,106863,2017,0,0,23
2097,459067,Maine,59529,2017,0,1,23
2098,477090,Maine,47334,2017,0,2,23
2099,701401,Maine,95094,2017,1,0,23
2100,338922,Maine,53224,2017,1,1,23
2101,362479,Maine,41870,2017,1,2,23
2108,247495,Maine,12871,2017,4,0,23
2112,4680633,Maryland,353922,2017,0,0,24
2113,2272467,Maryland,200158,2017,0,1,24
2114,2408166,Maryland,153764,2017,0,2,24
2115,3399183,Maryland,307333,2017,1,0,24
2116,1617436,Maryland,177354,2017,1,1,24
2117,1781747,Maryland,129979,2017,1,2,24
2124,1345101,Maryland,51709,2017,4,0,24
2128,5378577,Massachusetts,182389,2017,0,0,25
2129,2644025,Massachusetts,108744,2017,0,1,25
2130,2734552,Massachusetts,73645,2017,0,2,25
2131,4045056,Massachusetts,163851,2017,1,0,25
2132,1963495,Massachusetts,99178,2017,1,1,25
2133,2081561,Massachusetts,64673,2017,1,2,25
2140,1407032,Massachusetts,20886,2017,4,0,25
2144,7614452,Michigan,496654,2017,0,0,26
2145,3757003,Michigan,288210,2017,0,1,26
2146,3857449,Michigan,208444,2017,0,2,26
2147,5543355,Michigan,437005,2017,1,0,26
2148,2698108,Michigan,258051,2017,1,1,26
2149,2845247,Michigan,178954,2017,1,2,26
2156,2182701,Michigan,66033,2017,4,0,26
2160,4396349,Minnesota,235543,2017,0,0,27
2161,2203827,Minnesota,136588,2017,0,1,27
2162,2192522,Minnesota,98955,2017,0,2,27
2163,3158544,Minnesota,195025,2017,1,0,27
2164,1571926,Minnesota,115240,2017,1,1,27
2165,1586618,Minnesota,79785,2017,1,2,27
2172,1297060,Minnesota,44293,2017,4,0,27
2176,2083812,Mississippi,352306,2017,0,0,28
2177,1003527,Mississippi,186211,2017,0,1,28
2178,1080285,Mississippi,166095,2017,0,2,28
2179,1419583,Mississippi,318821,2017,1,0,28
2180,665253,Mississippi,168340,2017,1,1,28
2181,754330,Mississippi,150481,2017,1,2,28
2188,697311,Mississippi,36938,2017,4,0,28
2192,4421760,Missouri,541217,2017,0,0,29
2193,2179341,Missouri,289305,2017,0,1,29
2194,2242419,Missouri,251912,2017,0,2,29
2195,3135973,Missouri,476248,2017,1,0,29
2196,1520604,Missouri,256632,2017,1,1,29
2197,1615369,Missouri,219616,2017,1,2,29
2204,1348911,Missouri,71220,2017,4,0,29
2208,752910,Montana,87780,2017,0,0,30
2209,376119,Montana,49433,2017,0,1,30
2210,376791,Montana,38347,2017,0,2,30
2211,542107,Montana,74715,2017,1,0,30
2212,268148,Montana,42538,2017,1,1,30
2213,273959,Montana,32177,2017,1,2,30
2220,220602,Montana,14289,2017,4,0,30
2224,1431939,Nebraska,152068,2017,0,0,31
2225,718396,Nebraska,83709,2017,0,1,31
2226,713543,Nebraska,68359,2017,0,2,31
2227,987504,Nebraska,129020,2017,1,0,31
2228,490539,Nebraska,72481,2017,1,1,31
2229,496965,Nebraska,56539,2017,1,2,31
2236,464552,Nebraska,25185,2017,4,0,31
2240,2172053,Nevada,327604,2017,0,0,32
2241,1075965,Nevada,182160,2017,0,1,32
2242,1096088,Nevada,145444,2017,0,2,32
2243,1547678,Nevada,277461,2017,1,0,32
2244,756540,Nevada,156168,2017,1,1,32
2245,791138,Nevada,121293,2017,1,2,32
2252,653246,Nevada,55720,2017,4,0,32
2256,999570,New Hampshire,75492,2017,0,0,33
2257,496562,New Hampshire,43024,2017,0,1,33
2258,503008,New Hampshire,32468,2017,0,2,33
2259,750799,New Hampshire,69515,2017,1,0,33
2260,369662,New Hampshire,39985,2017,1,1,33
2261,381137,New Hampshire,29530,2017,1,2,33
2268,262516,New Hampshire,6625,2017,4,0,33
2272,6795205,New Jersey,668596,2017,0,0,34
2273,3341431,New Jersey,366871,2017,0,1,34
2274,3453774,New Jersey,301725,2017,0,2,34
2275,4901593,New Jersey,602608,2017,1,0,34
2276,2373299,New Jersey,333822,2017,1,1,34
2277,2528294,New Jersey,268786,2017,1,2,34
2284,1991884,New Jersey,73490,2017,4,0,34
2288,1510853,New Mexico,186717,2017,0,0,35
2289,741109,New Mexico,104675,2017,0,1,35
2290,769744,New Mexico,82042,2017,0,2,35
2291,1052730,New Mexico,162863,2017,1,0,35
2292,507137,New Mexico,92525,2017,1,1,35
2293,545593,New Mexico,70338,2017,1,2,35
2300,481184,New Mexico,27211,2017,4,0,35
2304,15195495,New York,1079651,2017,0,0,36
2305,7410397,New York,631098,2017,0,1,36
2306,7785098,New York,448553,2017,0,2,36
2307,11217529,New York,976624,2017,1,0,36
2308,5377102,New York,577296,2017,1,1,36
2309,5840427,New York,399328,2017,1,2,36
2316,4184808,New York,113299,2017,4,0,36
2320,7346095,North Carolina,1063335,2017,0,0,37
2321,3561416,North Carolina,579511,2017,0,1,37
2322,3784679,North Carolina,483824,2017,0,2,37
2323,5187126,North Carolina,959330,2017,1,0,37
2324,2460947,North Carolina,525134,2017,1,1,37
2325,2726179,North Carolina,434196,2017,1,2,37
2332,2264790,North Carolina,116358,2017,4,0,37
2336,570773,North Dakota,53542,2017,0,0,38
2337,294112,North Dakota,30612,2017,0,1,38
2338,276661,North Dakota,22930,2017,0,2,38
2339,410354,North Dakota,41031,2017,1,0,38
2340,212284,North Dakota,23891,2017,1,1,38
2341,198070,North Dakota,17140,2017,1,2,38
2348,166928,North Dakota,13590,2017,4,0,38
2352,8793646,Ohio,671470,2017,0,0,39
2353,4332538,Ohio,378407,2017,0,1,39
2354,4461108,Ohio,293063,2017,0,2,39
2355,6351512,Ohio,557694,2017,1,0,39
2356,3083184,Ohio,320698,2017,1,1,39
2357,3268328,Ohio,236996,2017,1,2,39
2364,2567948,Ohio,123113,2017,4,0,39
2368,2698918,Oklahoma,533903,2017,0,0,40
2369,1331951,Oklahoma,283475,2017,0,1,40
2370,1366967,Oklahoma,250428,2017,0,2,40
2371,1829939,Oklahoma,460435,2017,1,0,40
2372,886508,Oklahoma,246639,2017,1,1,40
2373,943431,Oklahoma,213796,2017,1,2,40
2380,909197,Oklahoma,80681,2017,4,0,40
2384,3091707,Oregon,277244,2017,0,0,41
2385,1529774,Oregon,158513,2017,0,1,41
2386,1561933,Oregon,118731,2017,0,2,41
2387,2264857,Oregon,247069,2017,1,0,41
2388,1106533,Oregon,142382,2017,1,1,41
2389,1158324,Oregon,104687,2017,1,2,41
2396,868697,Oregon,33244,2017,4,0,41
2400,9529795,Pennsylvania,674739,2017,0,0,42
2401,4698099,Pennsylvania,384005,2017,0,1,42
2402,4831696,Pennsylvania,290734,2017,0,2,42
2403,7025086,Pennsylvania,562698,2017,1,0,42
2404,3416524,Pennsylvania,328155,2017,1,1,42
2405,3608562,Pennsylvania,234543,2017,1,2,42
2412,2635249,Pennsylvania,121135,2017,4,0,42
2416,803016,Rhode Island,46220,2017,0,0,44
2417,395113,Rhode Island,26475,2017,0,1,44
2418,407903,Rhode Island,19745,2017,0,2,44
2419,602524,Rhode Island,41921,2017,1,0,44
2420,292501,Rhode Island,24246,2017,1,1,44
2421,310023,Rhode Island,17675,2017,1,2,44
2428,211629,Rhode Island,4832,2017,4,0,44
2432,3502240,South Carolina,528726,2017,0,0,45
2433,1680768,South Carolina,289609,2017,0,1,45
2434,1821472,South Carolina,239117,2017,0,2,45
2435,2473939,South Carolina,474865,2017,1,0,45
2436,1157039,South Carolina,262839,2017,1,1,45
2437,1316900,South Carolina,212026,2017,1,2,45
2444,1078491,South Carolina,59184,2017,4,0,45
2448,630439,South Dakota,76049,2017,0,0,46
2449,319391,South Dakota,41284,2017,0,1,46
2450,311048,South Dakota,34765,2017,0,2,46
2451,432985,South Dakota,62854,2017,1,0,46
2452,217837,South Dakota,34324,2017,1,1,46
2453,215148,South Dakota,28530,2017,1,2,46
2460,206025,South Dakota,14290,2017,4,0,46
2464,4883445,Tennessee,621332,2017,0,0,47
2465,2366772,Tennessee,350851,2017,0,1,47
2466,2516673,Tennessee,270481,2017,0,2,47
2467,3465388,Tennessee,560693,2017,1,0,47
2468,1645160,Tennessee,317798,2017,1,1,47
